race_id,日付,レース,開催地,馬名,着順,馬番,人気,horse_id,source
202642071612,2026-07-16,12,浦和,ユウオウマイシン,3,5,,2022106921,nar
202642071612,2026-07-16,12,浦和,ロットゥーラ,4,3,,2020104834,nar
202642071612,2026-07-16,12,浦和,ベルルート,5,6,,2021101345,nar
202642071612,2026-07-16,12,浦和,ビーチガール,6,4,,2020101855,nar
202642071612,2026-07-16,12,浦和,ユイノパチョレック,7,11,,2021100930,nar
202642071612,2026-07-16,12,浦和,ニシノシャイニング,8,12,,2020105944,nar
202642071612,2026-07-16,12,浦和,シングアウト,9,8,,2022103085,nar
202642071612,2026-07-16,12,浦和,ルージュメアート,10,1,,2022105541,nar
202642071612,2026-07-16,12,浦和,シェナクラウン,11,10,,2020106178,nar
202642071612,2026-07-16,12,浦和,メイショウサノサ,12,9,,2022101472,nar
202650071601,2026-07-16,1,園田,メイショウロンド,1,2,,2022102983,nar
202650071601,2026-07-16,1,園田,サクラヴィグール,2,1,,2021104071,nar
202650071601,2026-07-16,1,園田,ララアンセストラル,3,3,,2019102757,nar
202650071601,2026-07-16,1,園田,グランロゼ,4,7,,2022102048,nar
202650071601,2026-07-16,1,園田,カコウガン,5,8,,2022102322,nar
202650071601,2026-07-16,1,園田,ドナルドポーカー,6,5,,2023107435,nar
202650071601,2026-07-16,1,園田,リザンテラ,7,9,,2022100392,nar
202650071601,2026-07-16,1,園田,スナークユウマ,8,6,,2019103468,nar
202650071601,2026-07-16,1,園田,タイキクロニクル,9,4,,2022103147,nar
202650071601,2026-07-16,1,園田,クリスバーグ,10,10,,2018103937,nar
202650071602,2026-07-16,2,園田,ハイレジリエンス,1,2,,2018110103,nar
202650071602,2026-07-16,2,園田,サクラトップセラー,2,3,,2021104120,nar
202650071602,2026-07-16,2,園田,ワレラホシノコ,3,7,,2020100410,nar
202650071602,2026-07-16,2,園田,スーパークール,4,10,,2020101475,nar
202650071602,2026-07-16,2,園田,リンガスウォリアー,5,4,,2017101015,nar
202650071602,2026-07-16,2,園田,シビックシャルル,6,6,,2021102385,nar
202650071602,2026-07-16,2,園田,スカイアクセル,7,8,,2022110119,nar
202650071602,2026-07-16,2,園田,フェスティーヴォ,8,9,,2022106506,nar
202650071602,2026-07-16,2,園田,ミストレビノ,9,1,,2021106884,nar
202650071602,2026-07-16,2,園田,ハルサメ,10,5,,2022107294,nar
202650071603,2026-07-16,3,園田,クールスカイ,1,3,,2024101910,nar
202650071603,2026-07-16,3,園田,マイクロフォン,2,4,,2024102337,nar
202650071603,2026-07-16,3,園田,ポワソンドール,3,5,,2024104467,nar
202650071603,2026-07-16,3,園田,プリンセスロード,4,1,,2024102073,nar
202650071603,2026-07-16,3,園田,クイーンピロコ,5,2,,2024106818,nar
202650071604,2026-07-16,4,園田,サンリナリア,1,4,,2023100841,nar
202650071604,2026-07-16,4,園田,ラスアルハイマ,2,8,,2022103760,nar
202650071604,2026-07-16,4,園田,フルリール,3,5,,2021107178,nar
202650071604,2026-07-16,4,園田,モルツシャン,4,2,,2021105234,nar
202650071604,2026-07-16,4,園田,エイシンジコクテン,5,10,,2023105489,nar
202650071604,2026-07-16,4,園田,レベッカレインボー,6,9,,2022101069,nar
202650071604,2026-07-16,4,園田,イエローキャブ,7,3,,2018106754,nar
202650071604,2026-07-16,4,園田,メイショウヨウホウ,8,7,,2019103397,nar
202650071604,2026-07-16,4,園田,シャンクスレガシー,9,1,,2023106166,nar
202650071604,2026-07-16,4,園田,メイショウサザナミ,10,6,,2023105206,nar
202650071605,2026-07-16,5,園田,ゴールデンスキーム,1,4,,2022102374,nar
202650071605,2026-07-16,5,園田,ニシノオールマイト,2,1,,2020105473,nar
202650071605,2026-07-16,5,園田,グルーヴグルーヴ,3,2,,2023100498,nar
202650071605,2026-07-16,5,園田,コインアフレーズ,4,10,,2022100097,nar
202650071605,2026-07-16,5,園田,モウショウ,5,7,,2019106103,nar
202650071605,2026-07-16,5,園田,クリノコウテイ,6,6,,2022100991,nar
202650071605,2026-07-16,5,園田,イセベイ,7,11,,2020101835,nar
202650071605,2026-07-16,5,園田,ジーティーパール,8,5,,2022105562,nar
202650071605,2026-07-16,5,園田,チョウモーレツ,9,8,,2023100154,nar
202650071605,2026-07-16,5,園田,ヘルミオーネ,10,9,,2020100929,nar
202650071605,2026-07-16,5,園田,ヨシノマロンチャン,11,3,,2023101259,nar
202650071605,2026-07-16,5,園田,キタノハヤブサ,中止,12,,2021104557,nar
202650071606,2026-07-16,6,園田,タマゴ,1,8,,2022104505,nar
202650071606,2026-07-16,6,園田,スターオブアダム,2,10,,2023105589,nar
202650071606,2026-07-16,6,園田,エザルターレ,3,7,,2021106162,nar
202650071606,2026-07-16,6,園田,マジェンカ,4,6,,2021107241,nar
202650071606,2026-07-16,6,園田,マエストロライト,5,1,,2021106646,nar
202650071606,2026-07-16,6,園田,アグネスサンキ,6,9,,2022100155,nar
202650071606,2026-07-16,6,園田,メイショウシブキ,7,5,,2018106704,nar
202650071606,2026-07-16,6,園田,サカキ,8,3,,2023103007,nar
202650071606,2026-07-16,6,園田,クルシファー,9,2,,2021102451,nar
202650071606,2026-07-16,6,園田,ミライチケット,10,4,,2023105103,nar
202650071607,2026-07-16,7,園田,ホウオウサムレット,1,10,,2022104969,nar
202650071607,2026-07-16,7,園田,ブラッドショー,2,9,,2021103696,nar
202650071607,2026-07-16,7,園田,チェリータイム,3,4,,2021100860,nar
202650071607,2026-07-16,7,園田,ミヤグリフォン,4,1,,2022100763,nar
202650071607,2026-07-16,7,園田,リケアマキアート,5,2,,2022106491,nar
202650071607,2026-07-16,7,園田,マットーネロッソ,6,5,,2022105446,nar
202650071607,2026-07-16,7,園田,ナリタセレーノ,7,6,,2021101480,nar
202650071607,2026-07-16,7,園田,イデアールマッチ,8,3,,2023107500,nar
202650071607,2026-07-16,7,園田,トーラスキング,9,8,,2022101475,nar
202650071607,2026-07-16,7,園田,ミノワ,取消,7,,2023100388,nar
202650071608,2026-07-16,8,園田,シンリミテス,1,1,,2019106148,nar
202650071608,2026-07-16,8,園田,オズモポリタン,2,4,,2020100433,nar
202650071608,2026-07-16,8,園田,スマラグドス,3,2,,2020102798,nar
202650071608,2026-07-16,8,園田,マダムホーク,4,7,,2021105989,nar
202650071608,2026-07-16,8,園田,ニホンピロハーバー,5,5,,2018103828,nar
202650071608,2026-07-16,8,園田,アースイオス,6,6,,2021102555,nar
202650071608,2026-07-16,8,園田,アーマルコライト,7,3,,2021105811,nar
202650071609,2026-07-16,9,園田,ヘルツアス,1,1,,2021105985,nar
202650071609,2026-07-16,9,園田,エルグランゴラッソ,2,10,,2023105703,nar
202650071609,2026-07-16,9,園田,ミキヨウッドテール,3,2,,2022101158,nar
202650071609,2026-07-16,9,園田,スターアイセーラ,4,5,,2023100834,nar
202650071609,2026-07-16,9,園田,ウルティモ,5,8,,2021101209,nar
202650071609,2026-07-16,9,園田,ニシノベニトアイト,6,9,,2022100917,nar
202650071609,2026-07-16,9,園田,カネミツエース,7,7,,2020105946,nar
202650071609,2026-07-16,9,園田,グラスフラッグ,8,6,,2021106444,nar
202650071609,2026-07-16,9,園田,ハングタイム,9,3,,2018103247,nar
202650071609,2026-07-16,9,園田,イスラアズール,10,4,,2021103552,nar
202650071610,2026-07-16,10,園田,クイッククイーン,1,4,,2021106652,nar
202650071610,2026-07-16,10,園田,アンノドミニ,2,3,,2022106643,nar
202650071610,2026-07-16,10,園田,ムーンガーデン,3,9,,2019101038,nar
202650071610,2026-07-16,10,園田,カワキタホクレア,4,2,,2022100568,nar
202650071610,2026-07-16,10,園田,リボンピーチ,5,10,,2020101281,nar
202650071610,2026-07-16,10,園田,チャンチャン,6,6,,2021107024,nar
202650071610,2026-07-16,10,園田,スピリトーゾ,7,7,,2019106014,nar
202650071610,2026-07-16,10,園田,ブルーデイジー,8,5,,2019101340,nar
202650071610,2026-07-16,10,園田,スナークドリアン,9,1,,2020100455,nar
202650071610,2026-07-16,10,園田,トップリーチ,10,8,,2017100450,nar
202650071611,2026-07-16,11,園田,オケマル,1,6,,2022103783,nar
202650071611,2026-07-16,11,園田,タイキフォース,2,7,,2018106466,nar
202650071611,2026-07-16,11,園田,タガノエスコート,3,5,,2019100539,nar
202650071611,2026-07-16,11,園田,インベルシオン,4,4,,2019103148,nar
202650071611,2026-07-16,11,園田,ハイエストエンド,5,3,,2017103619,nar
202650071611,2026-07-16,11,園田,テーオーターナー,6,2,,2018102006,nar
202650071611,2026-07-16,11,園田,スマイルサルファー,7,9,,2018102863,nar
202650071611,2026-07-16,11,園田,メイショウハクサン,8,1,,2017105796,nar
202650071611,2026-07-16,11,園田,サンライズホープ,9,8,,2017100988,nar
202650071612,2026-07-16,12,園田,ゴッドアマベル,1,12,,2021102975,nar
202650071612,2026-07-16,12,園田,ベラドンナリリー,2,5,,2022107027,nar
202650071612,2026-07-16,12,園田,バイシュウ,3,6,,2023106344,nar
202650071612,2026-07-16,12,園田,シリアスヒッター,4,1,,2019103945,nar
202650071612,2026-07-16,12,園田,ミニフィーユ,5,10,,2022101451,nar
202650071612,2026-07-16,12,園田,トリニティノット,6,2,,2018101694,nar
202650071612,2026-07-16,12,園田,ソレア,7,7,,2020102690,nar
202650071612,2026-07-16,12,園田,ワキノノーブル,8,3,,2021106394,nar
202650071612,2026-07-16,12,園田,ブーヤカ,9,9,,2021105211,nar
202650071612,2026-07-16,12,園田,カンタウッドテール,10,4,,2020105420,nar
202650071612,2026-07-16,12,園田,アグネスシュウ,11,8,,2020100706,nar
202650071612,2026-07-16,12,園田,テイラーテソーロ,12,11,,2021102273,nar
202655071601,2026-07-16,1,佐賀,ツクモナイン,1,5,,2022100722,nar
202655071601,2026-07-16,1,佐賀,エスプラネード,2,2,,2022106535,nar
202655071601,2026-07-16,1,佐賀,ホイッスルベイト,3,6,,2019106826,nar
202655071601,2026-07-16,1,佐賀,グリームスター,4,8,,2022103030,nar
202655071601,2026-07-16,1,佐賀,ミシャベル,5,3,,2022106225,nar
202655071601,2026-07-16,1,佐賀,ヴァシーオ,6,4,,2022104483,nar
202655071601,2026-07-16,1,佐賀,エメラルドシティー,7,1,,2022100967,nar
202655071601,2026-07-16,1,佐賀,メイショウトレック,8,9,,2021103355,nar
202655071601,2026-07-16,1,佐賀,シシノステラ,9,7,,2022102471,nar
202655071602,2026-07-16,2,佐賀,サンライズアーサー,1,7,,2023106547,nar
202655071602,2026-07-16,2,佐賀,カセノコンコルド,2,11,,2023100541,nar
202655071602,2026-07-16,2,佐賀,レジェルテ,3,1,,2023107303,nar
202655071602,2026-07-16,2,佐賀,ジーティースティア,4,8,,2023107300,nar
202655071602,2026-07-16,2,佐賀,サンロンブル,5,12,,2023106724,nar
202655071602,2026-07-16,2,佐賀,バンブラボー,6,6,,2023104922,nar
202655071602,2026-07-16,2,佐賀,キャプテンレガーロ,7,4,,2023105970,nar
202655071602,2026-07-16,2,佐賀,シズリ,8,2,,2023102772,nar
202655071602,2026-07-16,2,佐賀,テクノストロベリー,9,5,,2023102729,nar
202655071602,2026-07-16,2,佐賀,ユウヤケコヤケ,10,10,,2023102515,nar
202655071602,2026-07-16,2,佐賀,イノセントブレイヴ,11,3,,2023101931,nar
202655071602,2026-07-16,2,佐賀,ユイアヴェニール,12,9,,2023109105,nar
202655071603,2026-07-16,3,佐賀,アイタカ,1,5,,2021109114,nar
202655071603,2026-07-16,3,佐賀,ケイテンアイジン,2,10,,2022109119,nar
202655071603,2026-07-16,3,佐賀,ゴーツウキリシマ,3,9,,2020109148,nar
202655071603,2026-07-16,3,佐賀,ヒマワリクン,4,1,,2021109171,nar
202655071603,2026-07-16,3,佐賀,アンヘリータス,5,6,,2023109164,nar
202655071603,2026-07-16,3,佐賀,カラクニダケ,6,11,,2023109117,nar
202655071603,2026-07-16,3,佐賀,アベベ,7,3,,2021109113,nar
202655071603,2026-07-16,3,佐賀,カシノフレックス,8,7,,2023109126,nar
202655071603,2026-07-16,3,佐賀,ベルウッドウズメ,9,12,,2019109138,nar
202655071603,2026-07-16,3,佐賀,レーニス,10,2,,2022109114,nar
202655071603,2026-07-16,3,佐賀,カシノハンゾウ,11,8,,2023109129,nar
202655071603,2026-07-16,3,佐賀,カシノルーカス,中止,4,,2021109161,nar
202655071604,2026-07-16,4,佐賀,アトラーレ,1,8,,2022109094,nar
202655071604,2026-07-16,4,佐賀,オスマン,2,2,,2020104278,nar
202655071604,2026-07-16,4,佐賀,カシノフロイデ,3,4,,2021109149,nar
202655071604,2026-07-16,4,佐賀,カナデルエア,4,5,,2022102307,nar
202655071604,2026-07-16,4,佐賀,ウラチャチャ,5,9,,2022103313,nar
202655071604,2026-07-16,4,佐賀,ミラルージュ,6,6,,2021103053,nar
202655071604,2026-07-16,4,佐賀,アデリーヌ,7,7,,2020105751,nar
202655071604,2026-07-16,4,佐賀,エムズマン,8,10,,2021106799,nar
202655071604,2026-07-16,4,佐賀,ロイヤルキャピタル,9,3,,2022100628,nar
202655071604,2026-07-16,4,佐賀,ボーズマン,10,1,,2021102344,nar
202655071604,2026-07-16,4,佐賀,マイチャージ,11,11,,2022107276,nar
202655071605,2026-07-16,5,佐賀,ジュエリーオブラヴ,1,11,,2022101734,nar
202655071605,2026-07-16,5,佐賀,アデニウム,2,10,,2022105272,nar
202655071605,2026-07-16,5,佐賀,ラフト,3,5,,2020107126,nar
202655071605,2026-07-16,5,佐賀,サーマル,4,2,,2022102835,nar
202655071605,2026-07-16,5,佐賀,ヘキレキイッセン,5,8,,2020105005,nar
202655071605,2026-07-16,5,佐賀,カオリチャン,6,6,,2022101186,nar
202655071605,2026-07-16,5,佐賀,トゥーナアンディ,7,3,,2022107113,nar
202655071605,2026-07-16,5,佐賀,ティアン,8,1,,2020105905,nar
202655071605,2026-07-16,5,佐賀,フーレイ,9,9,,2019103672,nar
202655071605,2026-07-16,5,佐賀,エスケーダンディ,10,7,,2022109058,nar
202655071605,2026-07-16,5,佐賀,ピンゾロ,11,4,,2022100040,nar
202655071606,2026-07-16,6,佐賀,シンゼンマルノスケ,1,4,,2022104057,nar
202655071606,2026-07-16,6,佐賀,ウーバーミッション,2,2,,2022104572,nar
202655071606,2026-07-16,6,佐賀,グレイトミッション,3,7,,2018104471,nar
202655071606,2026-07-16,6,佐賀,マジョレル,4,5,,2022103706,nar
202655071606,2026-07-16,6,佐賀,ドリフトウッド,5,1,,2022103317,nar
202655071606,2026-07-16,6,佐賀,リネンフラッシュ,6,9,,2022101174,nar
202655071606,2026-07-16,6,佐賀,グレナマディー,7,3,,2021105957,nar
202655071606,2026-07-16,6,佐賀,メーリッハベイ,8,6,,2020105981,nar
202655071606,2026-07-16,6,佐賀,ジーティーセイント,9,8,,2021102950,nar
202655071606,2026-07-16,6,佐賀,ナンゴクトップガン,10,10,,2022109121,nar
202655071607,2026-07-16,7,佐賀,ジオパークピリカ,1,4,,2021102500,nar
202655071607,2026-07-16,7,佐賀,パンツタイショウ,2,3,,2021106023,nar
202655071607,2026-07-16,7,佐賀,ドライカプチーノ,3,1,,2020106980,nar
202655071607,2026-07-16,7,佐賀,レジェンダイズ,4,11,,2022105530,nar
202655071607,2026-07-16,7,佐賀,エイシンパルサー,5,12,,2022102871,nar
202655071607,2026-07-16,7,佐賀,エイシンラーラ,6,8,,2022102615,nar
202655071607,2026-07-16,7,佐賀,フォールロワ,7,2,,2019106339,nar
202655071607,2026-07-16,7,佐賀,メイショウケンセイ,8,6,,2020106183,nar
202655071607,2026-07-16,7,佐賀,チェストイケ,9,7,,2022109177,nar
202655071607,2026-07-16,7,佐賀,ティプシーワールド,10,5,,2018101369,nar
202655071607,2026-07-16,7,佐賀,シュリーデービー,11,9,,2018101935,nar
202655071607,2026-07-16,7,佐賀,ペイシャアゲイン,12,10,,2021104216,nar
202655071608,2026-07-16,8,佐賀,カンカール,1,7,,2021102303,nar
202655071608,2026-07-16,8,佐賀,カズヴィトシャ,2,3,,2021107182,nar
202655071608,2026-07-16,8,佐賀,ワイドレッド,3,8,,2022100109,nar
202655071608,2026-07-16,8,佐賀,ナックオリオン,4,9,,2022101542,nar
202655071608,2026-07-16,8,佐賀,マーシャン,5,2,,2020102433,nar
202655071608,2026-07-16,8,佐賀,クリノマイスター,6,1,,2020100230,nar
202655071608,2026-07-16,8,佐賀,フェルカド,7,11,,2017104967,nar
202655071608,2026-07-16,8,佐賀,キタカラキタテンシ,8,12,,2022106006,nar
202655071608,2026-07-16,8,佐賀,ハネガハエテマス,9,4,,2022107035,nar
202655071608,2026-07-16,8,佐賀,ヒナノマーチス,10,10,,2021102611,nar
202655071608,2026-07-16,8,佐賀,スパーキングブルー,11,5,,2020103958,nar
202655071608,2026-07-16,8,佐賀,サヨノフジ,12,6,,2020100311,nar
202655071609,2026-07-16,9,佐賀,フェルサイト,1,2,,2021106060,nar
202655071609,2026-07-16,9,佐賀,ミランカ,2,3,,2021101002,nar
202655071609,2026-07-16,9,佐賀,ヴィアトル,3,1,,2022105833,nar
202655071609,2026-07-16,9,佐賀,パワポケチャンプ,4,7,,2021102257,nar
202655071609,2026-07-16,9,佐賀,サザンフィールド,5,4,,2021101091,nar
202655071609,2026-07-16,9,佐賀,ビーチボーイ,6,5,,2022104087,nar
202655071609,2026-07-16,9,佐賀,カシノエイサップ,7,8,,2022101935,nar
202655071609,2026-07-16,9,佐賀,セクシーコマンドー,8,6,,2020105726,nar
202655071609,2026-07-16,9,佐賀,グレイストーム,9,9,,2021103074,nar
