race_id,日付,レース,馬名,実着順,horse_id,馬番,着順1,人気1,着順2,人気2,着順3,人気3,着順4,人気4,着順5,人気5
202642071612,2026-07-16,12,メイショウフソウ,1,2022100438,7,2,1,1,1,1,1,4,2,6,2
202642071612,2026-07-16,12,シングアウト,9,2022103085,8,8,8,6,4,7,4,9,7,7,7
202642071612,2026-07-16,12,メイショウサノサ,12,2022101472,9,11,10,7,9,11,13,11,11,10,11
202642071612,2026-07-16,12,シェナクラウン,11,2020106178,10,4,9,9,9,除,,5,7,4,8
202642071612,2026-07-16,12,ユイノパチョレック,7,2021100930,11,4,6,6,5,8,10,10,8,10,7
202642071612,2026-07-16,12,ニシノシャイニング,8,2020105944,12,8,6,8,8,9,6,3,12,10,12
202650071601,2026-07-16,1,サクラヴィグール,2,2021104071,1,2,2,2,1,3,1,8,3,4,2
202650071601,2026-07-16,1,メイショウロンド,1,2022102983,2,9,3,2,2,10,8,6,7,10,9
202650071601,2026-07-16,1,ララアンセストラル,3,2019102757,3,6,6,6,2,5,6,10,4,10,7
202650071601,2026-07-16,1,タイキクロニクル,9,2022103147,4,9,10,5,7,8,9,10,9,8,6
202650071601,2026-07-16,1,ドナルドポーカー,6,2023107435,5,11,11,10,6,7,3,除,,2,1
202650071601,2026-07-16,1,スナークユウマ,8,2019103468,6,10,7,8,4,2,5,8,7,1,1
202650071601,2026-07-16,1,グランロゼ,4,2022102048,7,5,1,5,4,3,6,4,4,2,4
202650071601,2026-07-16,1,カコウガン,5,2022102322,8,7,4,2,1,4,4,4,4,5,6
202650071601,2026-07-16,1,リザンテラ,7,2022100392,9,7,9,4,7,5,4,5,7,3,10
202650071601,2026-07-16,1,クリスバーグ,10,2018103937,10,3,1,5,3,3,2,6,3,3,3
202650071602,2026-07-16,2,ミストレビノ,9,2021106884,1,7,11,,,5,8,7,8,4,6
202650071602,2026-07-16,2,ハイレジリエンス,1,2018110103,2,9,9,7,8,6,7,6,5,1,4
202650071602,2026-07-16,2,サクラトップセラー,2,2021104120,3,6,5,6,5,7,8,5,5,1,2
202650071602,2026-07-16,2,リンガスウォリアー,5,2017101015,4,12,12,9,8,7,9,12,9,7,8
202650071602,2026-07-16,2,ハルサメ,10,2022107294,5,10,6,8,5,3,5,5,3,1,3
202650071602,2026-07-16,2,シビックシャルル,6,2021102385,6,1,1,1,2,5,1,5,6,1,2
202650071602,2026-07-16,2,ワレラホシノコ,3,2020100410,7,3,1,2,5,4,6,5,8,3,3
202650071602,2026-07-16,2,スカイアクセル,7,2022110119,8,1,3,2,2,1,2,3,3,8,8
202650071602,2026-07-16,2,フェスティーヴォ,8,2022106506,9,10,8,9,9,9,7,1,1,7,7
202650071602,2026-07-16,2,スーパークール,4,2020101475,10,8,9,6,2,9,4,3,3,5,1
202650071603,2026-07-16,3,プリンセスロード,4,2024102073,1,,,,,,,,,,
202650071603,2026-07-16,3,クイーンピロコ,5,2024106818,2,,,,,,,,,,
202650071603,2026-07-16,3,クールスカイ,1,2024101910,3,,,,,,,,,,
202650071603,2026-07-16,3,マイクロフォン,2,2024102337,4,,,,,,,,,,
202650071603,2026-07-16,3,ポワソンドール,3,2024104467,5,,,,,,,,,,
202650071604,2026-07-16,4,シャンクスレガシー,9,2023106166,1,12,9,2,3,12,13,10,9,11,11
202650071604,2026-07-16,4,モルツシャン,4,2021105234,2,1,1,3,1,2,3,2,1,1,3
202650071604,2026-07-16,4,イエローキャブ,7,2018106754,3,4,6,1,2,4,7,10,9,10,11
202650071604,2026-07-16,4,サンリナリア,1,2023100841,4,14,5,8,10,8,12,5,6,10,12
202650071604,2026-07-16,4,フルリール,3,2021107178,5,2,4,4,3,4,4,10,3,5,6
202650071604,2026-07-16,4,メイショウサザナミ,10,2023105206,6,16,14,10,13,13,6,6,13,13,11
202650071604,2026-07-16,4,メイショウヨウホウ,8,2019103397,7,12,10,9,8,1,2,3,9,6,8
202650071604,2026-07-16,4,ラスアルハイマ,2,2022103760,8,1,2,2,2,7,7,4,2,2,2
202650071604,2026-07-16,4,レベッカレインボー,6,2022101069,9,1,1,4,4,3,5,1,2,1,3
202650071604,2026-07-16,4,エイシンジコクテン,5,2023105489,10,4,2,1,1,2,3,3,3,3,2
202650071605,2026-07-16,5,ニシノオールマイト,2,2020105473,1,12,11,,,11,11,9,9,12,11
202650071605,2026-07-16,5,グルーヴグルーヴ,3,2023100498,2,6,5,4,3,4,9,8,7,10,7
202650071605,2026-07-16,5,ヨシノマロンチャン,11,2023101259,3,4,5,6,9,9,8,10,12,7,6
202650071605,2026-07-16,5,ゴールデンスキーム,1,2022102374,4,4,1,2,1,5,3,2,6,2,3
202650071605,2026-07-16,5,ジーティーパール,8,2022105562,5,7,11,8,9,3,7,10,10,3,3
202650071605,2026-07-16,5,クリノコウテイ,6,2022100991,6,6,5,4,3,3,4,6,1,6,4
202650071605,2026-07-16,5,モウショウ,5,2019106103,7,4,7,11,10,5,7,6,5,5,1
202650071605,2026-07-16,5,チョウモーレツ,9,2023100154,8,7,10,11,11,8,10,11,10,8,9
202650071605,2026-07-16,5,ヘルミオーネ,10,2020100929,9,6,7,10,8,7,7,8,7,11,10
202650071605,2026-07-16,5,コインアフレーズ,4,2022100097,10,2,2,11,6,5,4,3,1,2,2
202650071605,2026-07-16,5,イセベイ,7,2020101835,11,9,8,9,8,12,3,8,7,11,6
202650071605,2026-07-16,5,キタノハヤブサ,中止,2021104557,12,12,12,12,11,12,12,8,8,10,10
202650071606,2026-07-16,6,マエストロライト,5,2021106646,1,5,6,6,9,6,7,9,3,1,4
202650071606,2026-07-16,6,クルシファー,9,2021102451,2,7,8,2,7,4,3,9,6,2,3
202650071606,2026-07-16,6,サカキ,8,2023103007,3,3,5,16,15,10,11,10,14,,
202650071606,2026-07-16,6,ミライチケット,10,2023105103,4,2,4,11,13,15,10,10,8,12,3
202650071606,2026-07-16,6,メイショウシブキ,7,2018106704,5,4,5,6,6,4,5,1,1,4,2
202650071606,2026-07-16,6,マジェンカ,4,2021107241,6,7,7,8,9,2,4,7,4,4,1
202650071606,2026-07-16,6,エザルターレ,3,2021106162,7,8,10,5,10,2,7,11,10,6,8
202650071606,2026-07-16,6,タマゴ,1,2022104505,8,5,1,2,3,6,2,3,4,8,6
202650071606,2026-07-16,6,アグネスサンキ,6,2022100155,9,3,4,,,1,2,6,3,2,2
202650071606,2026-07-16,6,スターオブアダム,2,2023105589,10,4,6,4,3,9,1,1,2,6,2
202650071607,2026-07-16,7,ミヤグリフォン,4,2022100763,1,2,2,3,2,6,2,5,2,3,9
202650071607,2026-07-16,7,リケアマキアート,5,2022106491,2,1,1,2,3,2,6,10,7,2,1
202650071607,2026-07-16,7,イデアールマッチ,8,2023107500,3,8,5,3,7,9,10,5,4,10,10
202650071607,2026-07-16,7,チェリータイム,3,2021100860,4,5,8,,,2,5,5,9,5,6
202650071607,2026-07-16,7,マットーネロッソ,6,2022105446,5,8,2,4,3,3,3,3,3,2,2
202650071607,2026-07-16,7,ナリタセレーノ,7,2021101480,6,4,8,5,8,2,5,6,7,3,5
202650071607,2026-07-16,7,ミノワ,取消,2023100388,7,7,9,6,7,9,9,5,6,3,4
202650071607,2026-07-16,7,トーラスキング,9,2022101475,8,9,2,2,9,6,5,7,6,5,11
202650071607,2026-07-16,7,ブラッドショー,2,2021103696,9,2,5,3,4,2,3,2,2,2,2
202650071607,2026-07-16,7,ホウオウサムレット,1,2022104969,10,9,4,14,4,3,2,2,1,2,1
202650071608,2026-07-16,8,シンリミテス,1,2019106148,1,1,1,4,3,1,3,1,1,1,1
202650071608,2026-07-16,8,スマラグドス,3,2020102798,2,11,8,7,6,7,6,中,8,8,9
202650071608,2026-07-16,8,アーマルコライト,7,2021105811,3,8,12,8,8,8,5,4,4,16,15
202650071608,2026-07-16,8,オズモポリタン,2,2020100433,4,8,8,5,6,1,5,3,7,4,3
202650071608,2026-07-16,8,ニホンピロハーバー,5,2018103828,5,10,10,5,7,4,6,5,3,5,8
202650071608,2026-07-16,8,アースイオス,6,2021102555,6,11,16,11,14,11,13,12,12,14,11
202650071608,2026-07-16,8,マダムホーク,4,2021105989,7,4,5,2,9,5,4,6,5,2,8
202650071609,2026-07-16,9,ヘルツアス,1,2021105985,1,1,4,16,17,11,9,15,12,12,12
202650071609,2026-07-16,9,ミキヨウッドテール,3,2022101158,2,4,4,7,2,1,5,1,3,1,2
202650071609,2026-07-16,9,ハングタイム,9,2018103247,3,7,3,4,5,5,8,3,6,3,8
202650071609,2026-07-16,9,イスラアズール,10,2021103552,4,2,3,5,4,1,9,8,10,12,12
202650071609,2026-07-16,9,スターアイセーラ,4,2023100834,5,5,7,5,7,7,9,5,6,7,7
202650071609,2026-07-16,9,グラスフラッグ,8,2021106444,6,7,6,7,9,6,8,6,5,5,9
202650071609,2026-07-16,9,カネミツエース,7,2020105946,7,1,5,4,4,5,4,6,4,6,3
202650071609,2026-07-16,9,ウルティモ,5,2021101209,8,8,7,8,6,5,3,8,8,2,2
202650071609,2026-07-16,9,ニシノベニトアイト,6,2022100917,9,2,4,10,3,1,1,4,4,5,1
202650071609,2026-07-16,9,エルグランゴラッソ,2,2023105703,10,3,4,4,3,5,3,3,6,1,1
202650071610,2026-07-16,10,スナークドリアン,9,2020100455,1,4,6,9,8,10,9,4,6,,
202650071610,2026-07-16,10,カワキタホクレア,4,2022100568,2,1,1,3,2,1,1,2,2,3,4
202650071610,2026-07-16,10,アンノドミニ,2,2022106643,3,3,3,5,2,2,5,4,4,4,4
202650071610,2026-07-16,10,クイッククイーン,1,2021106652,4,9,1,8,5,4,7,2,6,7,7
202650071610,2026-07-16,10,ブルーデイジー,8,2019101340,5,9,8,7,8,8,6,16,16,11,13
202650071610,2026-07-16,10,チャンチャン,6,2021107024,6,7,7,5,6,10,12,8,8,9,7
202650071610,2026-07-16,10,スピリトーゾ,7,2019106014,7,11,10,7,11,9,9,8,7,5,6
202650071610,2026-07-16,10,トップリーチ,10,2017100450,8,10,10,8,7,9,8,9,10,8,10
202650071610,2026-07-16,10,ムーンガーデン,3,2019101038,9,4,5,6,9,9,8,1,8,2,4
202650071610,2026-07-16,10,リボンピーチ,5,2020101281,10,3,5,5,6,6,9,4,8,6,9
202650071611,2026-07-16,11,メイショウハクサン,8,2017105796,1,4,6,4,8,8,9,12,8,8,3
202650071611,2026-07-16,11,テーオーターナー,6,2018102006,2,2,7,3,6,5,7,9,8,7,10
202650071611,2026-07-16,11,ハイエストエンド,5,2017103619,3,8,7,4,3,11,11,7,7,2,10
202650071611,2026-07-16,11,インベルシオン,4,2019103148,4,2,5,2,2,中,1,5,4,2,1
202650071611,2026-07-16,11,タガノエスコート,3,2019100539,5,6,7,2,1,2,1,1,1,14,15
202650071611,2026-07-16,11,オケマル,1,2022103783,6,6,4,取,,2,1,1,1,1,1
202650071611,2026-07-16,11,タイキフォース,2,2018106466,7,4,3,1,5,4,7,10,12,10,12
202650071611,2026-07-16,11,サンライズホープ,9,2017100988,8,9,9,7,4,3,10,10,7,1,3
202650071611,2026-07-16,11,スマイルサルファー,7,2018102863,9,3,5,8,11,10,9,取,,2,5
202650071612,2026-07-16,12,シリアスヒッター,4,2019103945,1,6,6,10,3,2,1,2,1,3,2
202650071612,2026-07-16,12,トリニティノット,6,2018101694,2,6,6,取,,10,10,8,4,2,2
202650071612,2026-07-16,12,ワキノノーブル,8,2021106394,3,14,12,10,12,16,15,12,12,7,12
202650071612,2026-07-16,12,カンタウッドテール,10,2020105420,4,7,7,3,4,9,7,2,2,9,8
202650071612,2026-07-16,12,ベラドンナリリー,2,2022107027,5,2,1,2,4,3,2,1,2,4,4
202650071612,2026-07-16,12,バイシュウ,3,2023106344,6,3,4,12,8,4,4,3,1,1,2
202650071612,2026-07-16,12,ソレア,7,2020102690,7,10,8,5,6,5,5,9,3,1,6
202650071612,2026-07-16,12,アグネスシュウ,11,2020100706,8,8,8,6,6,5,5,7,7,7,7
202650071612,2026-07-16,12,ブーヤカ,9,2021105211,9,10,9,11,5,4,3,4,2,7,8
202650071612,2026-07-16,12,ミニフィーユ,5,2022101451,10,5,4,12,11,1,3,5,8,9,4
202650071612,2026-07-16,12,テイラーテソーロ,12,2021102273,11,5,5,8,3,5,2,3,3,3,3
202650071612,2026-07-16,12,ゴッドアマベル,1,2021102975,12,1,2,4,2,2,1,1,2,1,1
202655071601,2026-07-16,1,エメラルドシティー,7,2022100967,1,3,3,5,3,2,3,7,3,12,1
202655071601,2026-07-16,1,エスプラネード,2,2022106535,2,2,4,3,4,4,2,2,1,2,3
202655071601,2026-07-16,1,ミシャベル,5,2022106225,3,8,4,7,7,4,5,3,4,2,8
202655071601,2026-07-16,1,ヴァシーオ,6,2022104483,4,7,7,2,7,6,8,5,8,7,7
202655071601,2026-07-16,1,ツクモナイン,1,2022100722,5,11,6,5,5,1,5,11,7,5,8
202655071601,2026-07-16,1,ホイッスルベイト,3,2019106826,6,10,6,6,5,5,3,6,5,7,2
202655071601,2026-07-16,1,シシノステラ,9,2022102471,7,9,11,11,12,10,9,9,9,8,10
202655071601,2026-07-16,1,グリームスター,4,2022103030,8,3,1,1,1,8,6,4,7,6,9
202655071601,2026-07-16,1,メイショウトレック,8,2021103355,9,6,6,9,8,4,7,5,8,8,9
202655071602,2026-07-16,2,レジェルテ,3,2023107303,1,9,8,6,6,5,8,3,5,9,10
202655071602,2026-07-16,2,シズリ,8,2023102772,2,5,6,5,6,2,5,2,2,2,4
202655071602,2026-07-16,2,イノセントブレイヴ,11,2023101931,3,9,11,12,11,9,10,11,10,6,9
202655071602,2026-07-16,2,キャプテンレガーロ,7,2023105970,4,1,1,1,1,1,3,2,3,2,1
202655071602,2026-07-16,2,テクノストロベリー,9,2023102729,5,8,7,9,10,2,4,7,5,4,2
202655071602,2026-07-16,2,バンブラボー,6,2023104922,6,9,12,12,11,10,9,10,13,,
202655071602,2026-07-16,2,サンライズアーサー,1,2023106547,7,11,13,11,11,7,4,9,4,5,2
202655071602,2026-07-16,2,ジーティースティア,4,2023107300,8,12,14,4,4,除,,12,8,6,2
202655071602,2026-07-16,2,ユイアヴェニール,12,2023109105,9,2,2,2,1,1,1,2,1,2,4
202655071602,2026-07-16,2,ユウヤケコヤケ,10,2023102515,10,8,8,6,8,10,9,4,5,7,6
202655071602,2026-07-16,2,カセノコンコルド,2,2023100541,11,8,9,4,6,4,4,2,7,7,9
202655071602,2026-07-16,2,サンロンブル,5,2023106724,12,11,2,,,,,,,,
202655071603,2026-07-16,3,ヒマワリクン,4,2021109171,1,1,2,11,2,7,2,9,6,3,3
202655071603,2026-07-16,3,レーニス,10,2022109114,2,1,1,3,2,2,1,3,2,3,4
202655071603,2026-07-16,3,アベベ,7,2021109113,3,7,6,10,3,5,3,4,3,12,13
202655071603,2026-07-16,3,カシノルーカス,中止,2021109161,4,10,9,9,10,6,9,10,10,5,9
202655071603,2026-07-16,3,アイタカ,1,2021109114,5,5,5,3,2,2,1,3,4,6,3
202655071603,2026-07-16,3,アンヘリータス,5,2023109164,6,12,15,12,11,18,16,12,11,1,3
202655071603,2026-07-16,3,カシノフレックス,8,2023109126,7,5,2,5,5,2,2,2,8,2,2
202655071603,2026-07-16,3,カシノハンゾウ,11,2023109129,8,1,7,4,8,5,7,9,2,2,2
202655071603,2026-07-16,3,ゴーツウキリシマ,3,2020109148,9,6,3,7,5,4,2,3,4,11,5
202655071603,2026-07-16,3,ケイテンアイジン,2,2022109119,10,12,12,9,6,1,7,8,8,9,14
202655071603,2026-07-16,3,カラクニダケ,6,2023109117,11,4,1,5,1,6,7,3,1,1,1
202655071603,2026-07-16,3,ベルウッドウズメ,9,2019109138,12,9,10,9,8,6,8,9,9,5,10
202655071604,2026-07-16,4,ボーズマン,10,2021102344,1,6,4,6,3,5,7,7,5,3,6
202655071604,2026-07-16,4,オスマン,2,2020104278,2,8,12,10,7,6,8,9,7,5,7
202655071604,2026-07-16,4,ロイヤルキャピタル,9,2022100628,3,9,6,12,6,4,6,7,2,10,2
202655071604,2026-07-16,4,カシノフロイデ,3,2021109149,4,7,5,3,4,1,5,5,7,8,7
202655071604,2026-07-16,4,カナデルエア,4,2022102307,5,6,11,10,12,10,11,11,1,11,8
202655071604,2026-07-16,4,ミラルージュ,6,2021103053,6,12,10,5,8,9,9,5,8,3,3
202655071604,2026-07-16,4,アデリーヌ,7,2020105751,7,1,2,2,2,10,10,10,12,10,11
202655071604,2026-07-16,4,アトラーレ,1,2022109094,8,11,8,7,6,11,5,8,10,10,6
202655071604,2026-07-16,4,ウラチャチャ,5,2022103313,9,4,5,7,1,6,2,1,3,3,2
202655071604,2026-07-16,4,エムズマン,8,2021106799,10,5,8,5,8,7,4,4,5,4,5
202655071604,2026-07-16,4,マイチャージ,11,2022107276,11,10,10,11,10,7,4,6,6,4,5
202655071605,2026-07-16,5,ティアン,8,2020105905,1,9,12,11,12,9,9,8,6,7,8
202655071605,2026-07-16,5,サーマル,4,2022102835,2,10,10,8,9,10,8,7,7,8,6
202655071605,2026-07-16,5,トゥーナアンディ,7,2022107113,3,7,11,5,8,5,10,8,7,5,8
202655071605,2026-07-16,5,ピンゾロ,11,2022100040,4,7,9,8,5,12,6,7,2,3,1
202655071605,2026-07-16,5,ラフト,3,2020107126,5,8,8,10,8,7,3,3,6,7,1
202655071605,2026-07-16,5,カオリチャン,6,2022101186,6,12,7,2,7,8,4,5,8,8,4
202655071605,2026-07-16,5,エスケーダンディ,10,2022109058,7,11,8,10,9,4,8,6,7,11,6
202655071605,2026-07-16,5,ヘキレキイッセン,5,2020105005,8,5,7,6,4,4,1,1,1,6,9
202655071605,2026-07-16,5,フーレイ,9,2019103672,9,11,4,12,2,4,1,2,1,1,1
202655071605,2026-07-16,5,アデニウム,2,2022105272,10,2,2,2,7,3,4,5,2,2,2
202655071605,2026-07-16,5,ジュエリーオブラヴ,1,2022101734,11,3,3,7,8,5,8,5,4,8,5
202655071606,2026-07-16,6,ドリフトウッド,5,2022103317,1,4,2,3,4,3,7,2,10,8,8
202655071606,2026-07-16,6,ウーバーミッション,2,2022104572,2,,,5,6,3,2,2,2,2,3
202655071606,2026-07-16,6,グレナマディー,7,2021105957,3,,,7,11,10,9,9,8,10,10
202655071606,2026-07-16,6,シンゼンマルノスケ,1,2022104057,4,3,3,2,1,3,3,4,3,9,7
202655071606,2026-07-16,6,マジョレル,4,2022103706,5,6,9,7,7,2,5,9,2,1,1
202655071606,2026-07-16,6,メーリッハベイ,8,2020105981,6,,,8,6,9,8,7,7,9,6
202655071606,2026-07-16,6,グレイトミッション,3,2018104471,7,2,10,11,10,10,8,4,7,5,7
202655071606,2026-07-16,6,ジーティーセイント,9,2021102950,8,,,7,9,7,11,9,11,4,7
202655071606,2026-07-16,6,リネンフラッシュ,6,2022101174,9,,,9,9,11,10,8,12,9,8
202655071606,2026-07-16,6,ナンゴクトップガン,10,2022109121,10,,,11,10,11,4,10,8,11,3
202655071607,2026-07-16,7,ドライカプチーノ,3,2020106980,1,,,2,4,2,4,5,8,6,7
202655071607,2026-07-16,7,フォールロワ,7,2019106339,2,10,9,10,7,3,7,8,8,7,5
202655071607,2026-07-16,7,パンツタイショウ,2,2021106023,3,,,1,3,10,6,3,2,7,5
202655071607,2026-07-16,7,ジオパークピリカ,1,2021102500,4,3,5,1,10,8,8,5,11,7,9
202655071607,2026-07-16,7,ティプシーワールド,10,2018101369,5,4,6,4,5,6,4,6,7,4,4
202655071607,2026-07-16,7,メイショウケンセイ,8,2020106183,6,8,8,6,10,5,8,12,12,9,11
202655071607,2026-07-16,7,チェストイケ,9,2022109177,7,10,8,5,3,7,5,7,6,1,1
202655071607,2026-07-16,7,エイシンラーラ,6,2022102615,8,,,3,3,4,3,3,1,1,2
202655071607,2026-07-16,7,シュリーデービー,11,2018101935,9,4,8,10,10,6,4,4,5,5,12
202655071607,2026-07-16,7,ペイシャアゲイン,12,2021104216,10,6,1,2,4,6,2,4,1,1,1
202655071607,2026-07-16,7,レジェンダイズ,4,2022105530,11,2,2,3,5,10,7,5,6,5,4
202655071607,2026-07-16,7,エイシンパルサー,5,2022102871,12,2,2,1,1,9,6,1,2,5,7
202655071608,2026-07-16,8,クリノマイスター,6,2020100230,1,,,5,4,4,3,6,4,10,6
202655071608,2026-07-16,8,マーシャン,5,2020102433,2,,,4,6,6,6,4,9,12,9
202655071608,2026-07-16,8,カズヴィトシャ,2,2021107182,3,,,5,4,2,2,2,7,6,7
202655071608,2026-07-16,8,ハネガハエテマス,9,2022107035,4,12,8,12,6,10,5,12,4,8,3
202655071608,2026-07-16,8,スパーキングブルー,11,2020103958,5,,,10,9,7,5,7,7,8,8
202655071608,2026-07-16,8,サヨノフジ,12,2020100311,6,,,6,6,2,2,1,1,3,2
202655071608,2026-07-16,8,カンカール,1,2021102303,7,1,1,1,1,1,1,1,1,15,14
202655071608,2026-07-16,8,ワイドレッド,3,2022100109,8,4,3,3,2,1,2,7,7,5,5
202655071608,2026-07-16,8,ナックオリオン,4,2022101542,9,,,2,4,12,11,12,11,13,7
202655071608,2026-07-16,8,ヒナノマーチス,10,2021102611,10,1,8,9,5,8,9,1,6,6,8
202655071608,2026-07-16,8,フェルカド,7,2017104967,11,,,7,10,9,8,7,7,5,5
202655071608,2026-07-16,8,キタカラキタテンシ,8,2022106006,12,,,8,7,6,6,8,3,11,8
202655071609,2026-07-16,9,ヴィアトル,3,2022105833,1,3,5,2,7,3,4,2,5,5,8
202655071609,2026-07-16,9,フェルサイト,1,2021106060,2,2,1,1,2,6,1,2,2,2,1
202655071609,2026-07-16,9,ミランカ,2,2021101002,3,2,3,6,2,1,2,4,3,5,4
202655071609,2026-07-16,9,サザンフィールド,5,2021101091,4,1,4,6,8,8,8,7,8,1,8
202655071609,2026-07-16,9,ビーチボーイ,6,2022104087,5,8,8,7,5,5,4,11,6,4,3
202655071609,2026-07-16,9,セクシーコマンドー,8,2020105726,6,9,6,2,6,3,5,8,6,7,7
202655071609,2026-07-16,9,パワポケチャンプ,4,2021102257,7,4,10,8,9,8,9,8,10,7,5
202655071609,2026-07-16,9,カシノエイサップ,7,2022101935,8,5,9,5,3,5,7,4,5,6,2
202655071609,2026-07-16,9,グレイストーム,9,2021103074,9,9,6,3,4,2,3,5,10,5,7
202655071610,2026-07-16,10,フランシーヌ,,2023102453,1,3,3,2,6,4,3,3,2,4,5
202655071610,2026-07-16,10,マイントップスター,,2023103224,2,5,10,8,7,除,,7,8,4,7
202655071610,2026-07-16,10,オニタイジ,,2023103974,3,9,3,2,3,7,6,5,3,2,7
202655071610,2026-07-16,10,ボンスヴニール,,2023104489,4,7,8,6,8,8,7,6,5,3,4
202655071610,2026-07-16,10,アメアメフレフレ,,2023109089,5,7,5,3,1,2,4,3,4,4,5
202655071610,2026-07-16,10,コリアンダーアイ,,2023106143,6,8,4,1,2,5,10,13,16,11,13
202655071610,2026-07-16,10,ハイパーアリュール,,2023101998,7,10,11,6,7,9,9,9,7,7,6
202655071610,2026-07-16,10,モラール,,2023106395,8,1,1,4,8,12,15,9,7,14,8
202655071610,2026-07-16,10,イアソンテソーロ,,2023106737,9,2,1,8,10,5,5,,,,
202655071610,2026-07-16,10,オッハッピー,,2023102457,10,4,6,8,3,3,4,3,3,4,6
202655071610,2026-07-16,10,リュウノプティ,,2023107451,11,3,8,4,7,5,5,5,4,6,3
202655071610,2026-07-16,10,ネモフィラノアテナ,,2023101897,12,6,7,5,5,4,8,4,6,7,4
